Profiling_ID,Item_ID,Item_Category,Priority_Level,Warehouse_Code,Storage_Zone,Movement_Velocity,Last_Profiled_Date
PROF4000270,ITEM100270,Finished Goods,High,WH_PUN_01,Zone B,Slow Moving,2024-09-13
PROF4000271,ITEM100271,Consumables,Low,WH_DEL_01,Zone B,Slow Moving,2023-01-21
PROF4000272,ITEM100272,Spare Parts,High,WH_BLR_01,Zone C,Slow Moving,2024-01-04
PROF4000273,ITEM100273,Spare Parts,High,WH_MUM_01,Zone C,Slow Moving,2024-09-17
PROF4000274,ITEM100274,Raw Material,Low,WH_MUM_01,Zone C,Slow Moving,2023-04-27
PROF4000275,ITEM100275,Packaging,Medium,WH_BLR_01,Zone B,Slow Moving,2023-04-20
PROF4000276,ITEM100276,Packaging,Low,WH_CHN_01,Zone A,Slow Moving,2024-06-19
PROF4000277,ITEM100277,Raw Material,High,WH_PUN_01,Zone A,Slow Moving,2023-01-11
PROF4000278,ITEM100278,Packaging,High,WH_PUN_01,Zone B,Slow Moving,2024-07-21
PROF4000279,ITEM100279,Packaging,High,WH_NAG_01,Zone B,Slow Moving,2023-09-01
PROF4000280,ITEM100280,Spare Parts,Medium,WH_DEL_01,Zone B,Slow Moving,2023-11-04
PROF4000281,ITEM100281,Raw Material,High,WH_CHN_01,Zone A,Slow Moving,2023-10-24
PROF4000282,ITEM100282,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2024-12-05
PROF4000283,ITEM100283,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2024-12-17
PROF4000284,ITEM100284,Finished Goods,Medium,WH_CHN_01,Overflow,Slow Moving,2024-11-13
PROF4000285,ITEM100285,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2023-03-20
PROF4000286,ITEM100286,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2023-08-29
PROF4000287,ITEM100287,Spare Parts,High,WH_NAG_01,Zone B,Slow Moving,2024-01-17
PROF4000288,ITEM100288,Finished Goods,Low,WH_MUM_01,Zone B,Slow Moving,2023-02-01
PROF4000289,ITEM100289,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2024-06-13
PROF4000290,ITEM100290,Raw Material,High,WH_NAG_01,Zone A,Slow Moving,2023-10-16
PROF4000291,ITEM100291,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2024-11-18
PROF4000292,ITEM100292,Raw Material,High,WH_MUM_01,Zone C,Slow Moving,2023-01-29
PROF4000293,ITEM100293,Packaging,High,WH_NAG_01,Zone B,Slow Moving,2023-09-09
PROF4000294,ITEM100294,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2024-07-27
PROF4000295,ITEM100295,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2024-08-08
PROF4000296,ITEM100296,Finished Goods,Medium,WH_PUN_01,Zone C,Slow Moving,2024-08-15
PROF4000297,ITEM100297,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2024-08-08
PROF4000298,ITEM100298,Consumables,Low,WH_CHN_01,Zone C,Slow Moving,2024-08-03
PROF4000299,ITEM100299,Spare Parts,Medium,WH_NAG_01,Zone C,Slow Moving,2023-06-11
PROF4000300,ITEM100300,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2024-01-12
PROF4000301,ITEM100301,Raw Material,Medium,WH_MUM_01,Overflow,Slow Moving,2024-03-29
PROF4000302,ITEM100302,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2024-03-08
PROF4000303,ITEM100303,Raw Material,Medium,WH_NAG_01,Zone C,Slow Moving,2024-01-24
PROF4000304,ITEM100304,Consumables,Low,WH_MUM_01,Zone B,Slow Moving,2023-10-03
PROF4000305,ITEM100305,Finished Goods,Low,WH_DEL_01,Zone B,Slow Moving,2023-09-19
PROF4000306,ITEM100306,Packaging,High,WH_CHN_01,Zone A,Slow Moving,2024-08-10
PROF4000307,ITEM100307,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2023-02-09
PROF4000308,ITEM100308,Consumables,Medium,WH_CHN_01,Zone C,Slow Moving,2023-08-19
PROF4000309,ITEM100309,Finished Goods,Low,WH_DEL_01,Zone B,Slow Moving,2024-12-09
PROF4000310,ITEM100310,Packaging,Medium,WH_BLR_01,Zone B,Slow Moving,2024-10-13
PROF4000311,ITEM100311,Raw Material,High,WH_MUM_01,Zone B,Slow Moving,2023-11-11
PROF4000312,ITEM100312,Packaging,Low,WH_CHN_01,Zone C,Slow Moving,2024-09-19
PROF4000313,ITEM100313,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-08-16
PROF4000314,ITEM100314,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2024-08-21
PROF4000315,ITEM100315,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2024-05-06
PROF4000316,ITEM100316,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-11-03
PROF4000317,ITEM100317,Raw Material,High,WH_CHN_01,Zone A,Slow Moving,2023-05-26
PROF4000318,ITEM100318,Finished Goods,High,WH_MUM_01,Overflow,Slow Moving,2024-02-08
PROF4000319,ITEM100319,Finished Goods,Medium,WH_NAG_01,Zone C,Slow Moving,2023-03-11
PROF4000320,ITEM100320,Spare Parts,Medium,WH_BLR_01,Zone C,Slow Moving,2023-07-31
PROF4000321,ITEM100321,Raw Material,Medium,WH_BLR_01,Overflow,Slow Moving,2024-09-16
PROF4000322,ITEM100322,Packaging,High,WH_CHN_01,Zone C,Slow Moving,2024-01-25
PROF4000323,ITEM100323,Raw Material,High,WH_CHN_01,Overflow,Slow Moving,2023-12-03
PROF4000324,ITEM100324,Packaging,Medium,WH_PUN_01,Zone B,Slow Moving,2023-12-11
PROF4000325,ITEM100325,Consumables,Medium,WH_BLR_01,Zone A,Slow Moving,2024-06-30
PROF4000326,ITEM100326,Finished Goods,Low,WH_NAG_01,Zone A,Slow Moving,2024-08-03
PROF4000327,ITEM100327,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2024-01-27
PROF4000328,ITEM100328,Raw Material,Low,WH_PUN_01,Zone A,Slow Moving,2023-11-30
PROF4000329,ITEM100329,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2023-02-01
PROF4000330,ITEM100330,Raw Material,Low,WH_DEL_01,Zone B,Slow Moving,2023-01-21
PROF4000331,ITEM100331,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2023-02-15
PROF4000332,ITEM100332,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2023-11-19
PROF4000333,ITEM100333,Packaging,Medium,WH_NAG_01,Zone B,Slow Moving,2023-09-14
PROF4000334,ITEM100334,Consumables,Low,WH_PUN_01,Zone A,Slow Moving,2023-07-04
PROF4000335,ITEM100335,Raw Material,Low,WH_MUM_01,Zone B,Slow Moving,2024-02-15
PROF4000336,ITEM100336,Finished Goods,Medium,WH_PUN_01,Zone C,Slow Moving,2023-09-27
PROF4000337,ITEM100337,Finished Goods,Low,WH_NAG_01,Zone B,Slow Moving,2024-04-17
PROF4000338,ITEM100338,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2023-10-10
PROF4000339,ITEM100339,Raw Material,High,WH_MUM_01,Zone B,Slow Moving,2023-12-16
PROF4000340,ITEM100340,Spare Parts,High,WH_MUM_01,Overflow,Slow Moving,2024-05-24
PROF4000341,ITEM100341,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2024-10-30
PROF4000342,ITEM100342,Consumables,High,WH_CHN_01,Zone C,Slow Moving,2024-07-04
PROF4000343,ITEM100343,Packaging,Medium,WH_MUM_01,Zone A,Slow Moving,2023-04-03
PROF4000344,ITEM100344,Finished Goods,High,WH_CHN_01,Zone A,Slow Moving,2023-05-02
PROF4000345,ITEM100345,Raw Material,High,WH_MUM_01,Zone C,Slow Moving,2024-06-17
PROF4000346,ITEM100346,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2024-07-16
PROF4000347,ITEM100347,Finished Goods,Low,WH_DEL_01,Zone C,Slow Moving,2023-08-15
PROF4000348,ITEM100348,Finished Goods,Low,WH_CHN_01,Zone A,Slow Moving,2024-10-20
PROF4000349,ITEM100349,Raw Material,High,WH_DEL_01,Zone B,Slow Moving,2024-08-15
PROF4000350,ITEM100350,Raw Material,Low,WH_MUM_01,Zone B,Slow Moving,2024-11-04
PROF4000351,ITEM100351,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2024-04-01
PROF4000352,ITEM100352,Packaging,Medium,WH_DEL_01,Zone B,Slow Moving,2024-03-24
PROF4000353,ITEM100353,Finished Goods,Medium,WH_DEL_01,Zone C,Slow Moving,2024-03-23
PROF4000354,ITEM100354,Raw Material,Low,WH_DEL_01,Zone C,Slow Moving,2024-01-22
PROF4000355,ITEM100355,Finished Goods,Low,WH_NAG_01,Zone A,Slow Moving,2023-03-23
PROF4000356,ITEM100356,Spare Parts,Medium,WH_PUN_01,Zone A,Slow Moving,2024-10-03
PROF4000357,ITEM100357,Spare Parts,Medium,WH_BLR_01,Zone B,Slow Moving,2023-03-21
PROF4000358,ITEM100358,Raw Material,Low,WH_NAG_01,Zone C,Slow Moving,2023-10-27
PROF4000359,ITEM100359,Raw Material,Low,WH_NAG_01,Zone B,Slow Moving,2024-01-01
PROF4000360,ITEM100360,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2024-09-04
PROF4000361,ITEM100361,Packaging,Medium,WH_BLR_01,Zone A,Slow Moving,2024-03-28
PROF4000362,ITEM100362,Finished Goods,Medium,WH_DEL_01,Zone B,Slow Moving,2024-12-31
PROF4000363,ITEM100363,Packaging,High,WH_DEL_01,Overflow,Slow Moving,2023-01-08
PROF4000364,ITEM100364,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2024-05-07
PROF4000365,ITEM100365,Spare Parts,High,WH_CHN_01,Zone A,Slow Moving,2023-08-19
PROF4000366,ITEM100366,Raw Material,Medium,WH_BLR_01,Zone B,Slow Moving,2024-02-03
PROF4000367,ITEM100367,Finished Goods,High,WH_DEL_01,Zone B,Slow Moving,2024-02-15
PROF4000368,ITEM100368,Finished Goods,Low,WH_NAG_01,Zone B,Slow Moving,2023-01-10
PROF4000369,ITEM100369,Raw Material,High,WH_MUM_01,Zone C,Slow Moving,2023-06-01
PROF4000370,ITEM100370,Packaging,High,WH_MUM_01,Zone B,Slow Moving,2023-03-27
PROF4000371,ITEM100371,Raw Material,Medium,WH_NAG_01,Zone A,Slow Moving,2024-04-08
PROF4000372,ITEM100372,Raw Material,Medium,WH_MUM_01,Overflow,Slow Moving,2023-10-14
PROF4000373,ITEM100373,Raw Material,High,WH_BLR_01,Zone B,Slow Moving,2024-01-06
PROF4000374,ITEM100374,Raw Material,Medium,WH_NAG_01,Zone A,Slow Moving,2024-07-02
PROF4000375,ITEM100375,Consumables,Low,WH_CHN_01,Zone C,Slow Moving,2024-10-28
PROF4000376,ITEM100376,Consumables,High,WH_CHN_01,Zone A,Slow Moving,2023-03-20
PROF4000377,ITEM100377,Spare Parts,Low,WH_CHN_01,Zone B,Slow Moving,2023-12-17
PROF4000378,ITEM100378,Packaging,Low,WH_DEL_01,Overflow,Slow Moving,2023-03-15
PROF4000379,ITEM100379,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2023-09-29
PROF4000380,ITEM100380,Packaging,Medium,WH_PUN_01,Overflow,Slow Moving,2024-08-04
PROF4000381,ITEM100381,Raw Material,Low,WH_MUM_01,Overflow,Slow Moving,2024-12-10
PROF4000382,ITEM100382,Packaging,Medium,WH_PUN_01,Zone C,Slow Moving,2024-07-01
PROF4000383,ITEM100383,Raw Material,Low,WH_MUM_01,Zone A,Slow Moving,2023-02-21
PROF4000384,ITEM100384,Packaging,Low,WH_NAG_01,Overflow,Slow Moving,2024-06-05
PROF4000385,ITEM100385,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2023-03-06
PROF4000386,ITEM100386,Consumables,High,WH_BLR_01,Zone C,Slow Moving,2023-07-07
PROF4000387,ITEM100387,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2024-04-03
PROF4000388,ITEM100388,Finished Goods,High,WH_PUN_01,Zone B,Slow Moving,2023-08-02
PROF4000389,ITEM100389,Finished Goods,Low,WH_CHN_01,Zone B,Slow Moving,2024-02-03
PROF4000390,ITEM100390,Raw Material,Medium,WH_PUN_01,Overflow,Slow Moving,2024-02-08
PROF4000391,ITEM100391,Packaging,Medium,WH_CHN_01,Zone A,Slow Moving,2023-03-22
PROF4000392,ITEM100392,Spare Parts,Medium,WH_PUN_01,Zone A,Slow Moving,2024-03-31
PROF4000393,ITEM100393,Spare Parts,Low,WH_MUM_01,Zone C,Slow Moving,2023-11-21
PROF4000394,ITEM100394,Spare Parts,Medium,WH_CHN_01,Zone A,Slow Moving,2023-04-06
PROF4000395,ITEM100395,Spare Parts,High,WH_PUN_01,Zone C,Slow Moving,2023-08-31
PROF4000396,ITEM100396,Spare Parts,Medium,WH_CHN_01,Zone B,Slow Moving,2024-07-08
PROF4000397,ITEM100397,Finished Goods,Low,WH_PUN_01,Zone B,Slow Moving,2024-07-26
PROF4000398,ITEM100398,Finished Goods,High,WH_DEL_01,Zone A,Slow Moving,2023-04-03
PROF4000399,ITEM100399,Finished Goods,Low,WH_CHN_01,Zone B,Slow Moving,2024-03-24
PROF4000400,ITEM100400,Raw Material,Medium,WH_PUN_01,Zone A,Slow Moving,2024-05-15
PROF4000401,ITEM100401,Finished Goods,Low,WH_MUM_01,Zone A,Slow Moving,2024-10-25
PROF4000402,ITEM100402,Packaging,Low,WH_PUN_01,Zone A,Slow Moving,2023-06-10
PROF4000403,ITEM100403,Packaging,Low,WH_PUN_01,Zone A,Slow Moving,2024-03-20
PROF4000404,ITEM100404,Raw Material,High,WH_MUM_01,Zone B,Slow Moving,2024-01-02
PROF4000405,ITEM100405,Raw Material,Medium,WH_CHN_01,Zone A,Slow Moving,2024-11-24
PROF4000406,ITEM100406,Packaging,Medium,WH_DEL_01,Zone A,Slow Moving,2024-05-19
PROF4000407,ITEM100407,Raw Material,High,WH_PUN_01,Zone C,Slow Moving,2024-07-05
PROF4000408,ITEM100408,Raw Material,Low,WH_PUN_01,Zone C,Slow Moving,2023-11-17
PROF4000409,ITEM100409,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2024-12-26
PROF4000410,ITEM100410,Packaging,Medium,WH_NAG_01,Zone A,Slow Moving,2023-12-03
PROF4000411,ITEM100411,Finished Goods,Low,WH_BLR_01,Zone B,Slow Moving,2023-09-19
PROF4000412,ITEM100412,Packaging,High,WH_PUN_01,Zone B,Slow Moving,2024-06-22
PROF4000413,ITEM100413,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2024-12-19
PROF4000414,ITEM100414,Spare Parts,High,WH_CHN_01,Zone B,Slow Moving,2024-08-03
PROF4000415,ITEM100415,Raw Material,Medium,WH_NAG_01,Overflow,Slow Moving,2024-06-30
PROF4000416,ITEM100416,Packaging,Medium,WH_MUM_01,Zone B,Slow Moving,2023-06-15
PROF4000417,ITEM100417,Raw Material,High,WH_PUN_01,Zone A,Slow Moving,2023-08-10
PROF4000418,ITEM100418,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2024-03-15
PROF4000419,ITEM100419,Spare Parts,High,WH_BLR_01,Zone B,Slow Moving,2023-12-11
PROF4000420,ITEM100420,Packaging,Medium,WH_BLR_01,Zone A,Slow Moving,2024-11-23
PROF4000421,ITEM100421,Finished Goods,Medium,WH_DEL_01,Zone C,Slow Moving,2024-07-22
PROF4000422,ITEM100422,Raw Material,Medium,WH_MUM_01,Zone C,Slow Moving,2024-06-07
PROF4000423,ITEM100423,Packaging,Low,WH_NAG_01,Overflow,Slow Moving,2023-01-26
PROF4000424,ITEM100424,Spare Parts,Medium,WH_NAG_01,Zone B,Slow Moving,2024-09-04
PROF4000425,ITEM100425,Consumables,High,WH_BLR_01,Zone C,Slow Moving,2023-07-30
PROF4000426,ITEM100426,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2024-08-17
PROF4000427,ITEM100427,Finished Goods,High,WH_CHN_01,Zone B,Slow Moving,2023-10-21
PROF4000428,ITEM100428,Finished Goods,High,WH_BLR_01,Zone A,Slow Moving,2024-04-26
PROF4000429,ITEM100429,Consumables,High,WH_CHN_01,Zone B,Slow Moving,2023-06-27
PROF4000430,ITEM100430,Finished Goods,High,WH_CHN_01,Zone A,Slow Moving,2023-07-12
PROF4000431,ITEM100431,Finished Goods,Medium,WH_BLR_01,Zone B,Slow Moving,2023-07-31
PROF4000432,ITEM100432,Packaging,Low,WH_MUM_01,Zone C,Slow Moving,2024-02-05
PROF4000433,ITEM100433,Packaging,High,WH_CHN_01,Zone B,Slow Moving,2023-06-30
PROF4000434,ITEM100434,Raw Material,Medium,WH_NAG_01,Zone A,Slow Moving,2024-10-09
PROF4000435,ITEM100435,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2023-03-02
PROF4000436,ITEM100436,Finished Goods,High,WH_NAG_01,Overflow,Slow Moving,2024-11-08
PROF4000437,ITEM100437,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2024-03-31
PROF4000438,ITEM100438,Raw Material,Low,WH_BLR_01,Overflow,Slow Moving,2024-04-05
PROF4000439,ITEM100439,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2024-12-13
PROF4000440,ITEM100440,Consumables,High,WH_CHN_01,Zone A,Slow Moving,2023-12-16
PROF4000441,ITEM100441,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2024-01-26
PROF4000442,ITEM100442,Consumables,High,WH_CHN_01,Zone B,Slow Moving,2024-07-26
PROF4000443,ITEM100443,Raw Material,Medium,WH_BLR_01,Overflow,Slow Moving,2023-12-08
PROF4000444,ITEM100444,Packaging,Medium,WH_MUM_01,Zone C,Slow Moving,2023-06-06
PROF4000445,ITEM100445,Consumables,High,WH_PUN_01,Zone B,Slow Moving,2024-12-03
PROF4000446,ITEM100446,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2024-01-02
PROF4000447,ITEM100447,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2023-04-19
PROF4000448,ITEM100448,Consumables,High,WH_MUM_01,Zone C,Slow Moving,2024-06-01
PROF4000449,ITEM100449,Packaging,High,WH_NAG_01,Zone A,Slow Moving,2024-12-09
PROF4000450,ITEM100450,Packaging,High,WH_MUM_01,Zone C,Slow Moving,2023-08-15
PROF4000451,ITEM100451,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2024-09-15
PROF4000452,ITEM100452,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2023-04-18
PROF4000453,ITEM100453,Consumables,Medium,WH_PUN_01,Zone B,Slow Moving,2023-02-18
PROF4000454,ITEM100454,Finished Goods,Medium,WH_CHN_01,Zone B,Slow Moving,2024-12-05
PROF4000455,ITEM100455,Raw Material,Low,WH_MUM_01,Zone C,Slow Moving,2024-07-17
PROF4000456,ITEM100456,Finished Goods,Low,WH_BLR_01,Zone B,Slow Moving,2024-05-08
PROF4000457,ITEM100457,Finished Goods,Medium,WH_MUM_01,Zone A,Slow Moving,2024-03-03
PROF4000458,ITEM100458,Packaging,High,WH_DEL_01,Zone B,Slow Moving,2024-02-09
PROF4000459,ITEM100459,Raw Material,High,WH_MUM_01,Zone C,Slow Moving,2023-12-28
PROF4000460,ITEM100460,Finished Goods,Medium,WH_DEL_01,Zone B,Slow Moving,2023-06-14
PROF4000461,ITEM100461,Packaging,Medium,WH_MUM_01,Overflow,Slow Moving,2023-02-09
PROF4000462,ITEM100462,Consumables,Medium,WH_PUN_01,Zone A,Slow Moving,2023-02-05
PROF4000463,ITEM100463,Packaging,Medium,WH_CHN_01,Overflow,Slow Moving,2023-12-22
PROF4000464,ITEM100464,Packaging,Low,WH_DEL_01,Overflow,Slow Moving,2023-10-28
PROF4000465,ITEM100465,Spare Parts,Low,WH_NAG_01,Zone A,Slow Moving,2024-03-28
PROF4000466,ITEM100466,Consumables,Medium,WH_BLR_01,Zone A,Slow Moving,2023-05-09
PROF4000467,ITEM100467,Spare Parts,Medium,WH_MUM_01,Zone C,Slow Moving,2023-09-21
PROF4000468,ITEM100468,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2024-03-31
PROF4000469,ITEM100469,Consumables,Low,WH_MUM_01,Zone B,Slow Moving,2024-02-03
PROF4000470,ITEM100470,Spare Parts,Medium,WH_PUN_01,Zone C,Slow Moving,2023-06-19
PROF4000471,ITEM100471,Raw Material,High,WH_BLR_01,Zone B,Slow Moving,2023-04-17
PROF4000472,ITEM100472,Finished Goods,High,WH_PUN_01,Overflow,Slow Moving,2023-01-22
PROF4000473,ITEM100473,Raw Material,Low,WH_DEL_01,Zone A,Slow Moving,2024-03-17
PROF4000474,ITEM100474,Finished Goods,High,WH_CHN_01,Overflow,Slow Moving,2024-03-31
PROF4000475,ITEM100475,Raw Material,Medium,WH_PUN_01,Zone C,Slow Moving,2023-05-26
PROF4000476,ITEM100476,Spare Parts,Medium,WH_DEL_01,Overflow,Slow Moving,2023-07-03
PROF4000477,ITEM100477,Raw Material,Low,WH_BLR_01,Overflow,Slow Moving,2024-08-07
PROF4000478,ITEM100478,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2024-11-03
PROF4000479,ITEM100479,Finished Goods,Medium,WH_NAG_01,Overflow,Slow Moving,2024-01-29
PROF4000480,ITEM100480,Consumables,Medium,WH_NAG_01,Zone A,Slow Moving,2023-07-23
PROF4000481,ITEM100481,Raw Material,Low,WH_CHN_01,Zone C,Slow Moving,2024-08-15
PROF4000482,ITEM100482,Finished Goods,Low,WH_PUN_01,Zone A,Slow Moving,2023-11-01
PROF4000483,ITEM100483,Packaging,High,WH_PUN_01,Zone A,Slow Moving,2024-11-16
PROF4000484,ITEM100484,Finished Goods,High,WH_NAG_01,Zone C,Slow Moving,2023-11-16
PROF4000485,ITEM100485,Consumables,Low,WH_BLR_01,Zone A,Slow Moving,2023-02-26
PROF4000486,ITEM100486,Consumables,Medium,WH_DEL_01,Zone A,Slow Moving,2023-11-30
PROF4000487,ITEM100487,Raw Material,Low,WH_PUN_01,Zone A,Slow Moving,2024-06-22
PROF4000488,ITEM100488,Consumables,Low,WH_BLR_01,Overflow,Slow Moving,2024-02-06
PROF4000489,ITEM100489,Finished Goods,Low,WH_PUN_01,Zone C,Slow Moving,2023-04-10
PROF4000490,ITEM100490,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2024-06-06
PROF4000491,ITEM100491,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2023-04-30
PROF4000492,ITEM100492,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2024-01-14
PROF4000493,ITEM100493,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2024-08-24
PROF4000494,ITEM100494,Consumables,Medium,WH_CHN_01,Zone B,Slow Moving,2023-06-17
PROF4000495,ITEM100495,Consumables,High,WH_MUM_01,Zone B,Slow Moving,2024-03-08
PROF4000496,ITEM100496,Packaging,Medium,WH_DEL_01,Zone B,Slow Moving,2023-11-25
PROF4000497,ITEM100497,Consumables,High,WH_BLR_01,Overflow,Slow Moving,2023-01-01
PROF4000498,ITEM100498,Consumables,Medium,WH_BLR_01,Zone B,Slow Moving,2024-06-02
PROF4000499,ITEM100499,Consumables,High,WH_BLR_01,Zone A,Slow Moving,2024-04-06
PROF4000500,ITEM100500,Finished Goods,Medium,WH_BLR_01,Overflow,Slow Moving,2024-10-31
PROF4000501,ITEM100501,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2024-03-19
PROF4000502,ITEM100502,Finished Goods,Low,WH_PUN_01,Zone C,Slow Moving,2023-08-16
PROF4000503,ITEM100503,Raw Material,High,WH_CHN_01,Zone B,Slow Moving,2024-03-30
PROF4000504,ITEM100504,Raw Material,Medium,WH_CHN_01,Zone C,Slow Moving,2024-09-27
PROF4000505,ITEM100505,Raw Material,Low,WH_PUN_01,Zone C,Slow Moving,2023-01-30
PROF4000506,ITEM100506,Packaging,Medium,WH_DEL_01,Zone C,Slow Moving,2024-07-04
PROF4000507,ITEM100507,Finished Goods,Medium,WH_MUM_01,Zone B,Slow Moving,2024-01-27
PROF4000508,ITEM100508,Raw Material,Low,WH_BLR_01,Zone A,Slow Moving,2023-07-04
PROF4000509,ITEM100509,Consumables,High,WH_NAG_01,Zone A,Slow Moving,2023-11-08
PROF4000510,ITEM100510,Finished Goods,Medium,WH_CHN_01,Zone B,Slow Moving,2024-02-23
PROF4000511,ITEM100511,Raw Material,Medium,WH_CHN_01,Zone A,Slow Moving,2024-02-29
PROF4000512,ITEM100512,Consumables,High,WH_PUN_01,Zone C,Slow Moving,2023-06-15
PROF4000513,ITEM100513,Spare Parts,Low,WH_NAG_01,Zone C,Slow Moving,2023-08-10
PROF4000514,ITEM100514,Finished Goods,Low,WH_DEL_01,Zone C,Slow Moving,2023-08-27
PROF4000515,ITEM100515,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-03-08
PROF4000516,ITEM100516,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2024-05-25
PROF4000517,ITEM100517,Raw Material,High,WH_CHN_01,Zone A,Slow Moving,2024-02-22
PROF4000518,ITEM100518,Spare Parts,Medium,WH_NAG_01,Overflow,Slow Moving,2023-10-14
PROF4000519,ITEM100519,Spare Parts,Low,WH_NAG_01,Zone C,Slow Moving,2023-07-13
PROF4000520,ITEM100520,Packaging,High,WH_CHN_01,Zone A,Slow Moving,2023-09-18
PROF4000521,ITEM100521,Raw Material,Medium,WH_CHN_01,Zone A,Slow Moving,2024-07-22
PROF4000522,ITEM100522,Spare Parts,Low,WH_MUM_01,Overflow,Slow Moving,2024-06-18
PROF4000523,ITEM100523,Packaging,Medium,WH_MUM_01,Zone B,Slow Moving,2024-07-31
PROF4000524,ITEM100524,Finished Goods,Low,WH_BLR_01,Zone B,Slow Moving,2024-08-05
PROF4000525,ITEM100525,Consumables,Low,WH_BLR_01,Zone C,Slow Moving,2023-05-06
PROF4000526,ITEM100526,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2023-12-20
PROF4000527,ITEM100527,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2023-12-08
PROF4000528,ITEM100528,Finished Goods,High,WH_NAG_01,Zone A,Slow Moving,2024-08-14
PROF4000529,ITEM100529,Spare Parts,Low,WH_NAG_01,Zone B,Slow Moving,2023-02-24
PROF4000530,ITEM100530,Packaging,Low,WH_NAG_01,Zone C,Slow Moving,2024-08-22
PROF4000531,ITEM100531,Packaging,High,WH_PUN_01,Zone A,Slow Moving,2024-07-08
PROF4000532,ITEM100532,Finished Goods,Low,WH_DEL_01,Zone C,Slow Moving,2024-07-07
PROF4000533,ITEM100533,Raw Material,Low,WH_BLR_01,Zone A,Slow Moving,2024-08-01
PROF4000534,ITEM100534,Raw Material,High,WH_CHN_01,Zone B,Slow Moving,2023-03-13
PROF4000535,ITEM100535,Consumables,High,WH_NAG_01,Zone C,Slow Moving,2023-03-14
PROF4000536,ITEM100536,Packaging,Medium,WH_DEL_01,Zone B,Slow Moving,2024-09-23
PROF4000537,ITEM100537,Packaging,Medium,WH_NAG_01,Zone A,Slow Moving,2024-06-05
PROF4000538,ITEM100538,Finished Goods,Medium,WH_DEL_01,Overflow,Slow Moving,2023-03-22
PROF4000539,ITEM100539,Packaging,High,WH_NAG_01,Zone A,Slow Moving,2024-09-16
PROF4000540,ITEM100540,Finished Goods,Low,WH_MUM_01,Zone C,Slow Moving,2024-05-27
