Discrepancy_ID,Movement_ID,Item_ID,Warehouse_Code,Discrepancy_Date,Expected_Quantity,Actual_Quantity,Variance_Quantity,Discrepancy_Type,Root_Cause,Resolution_Status
DISC6000230,MOV3002094,ITEM101327,WH_PUN_01,07-08-23,17,22,5,Damage,Wrong bin placement,Resolved
DISC6000231,MOV3002131,ITEM124119,WH_PUN_01,16-12-24,18,10,-8,Wrong Item,Handling damage,Resolved
DISC6000232,MOV3002145,ITEM136277,WH_BLR_01,05-07-22,32,26,-6,Damage,Vendor short supply,Resolved
DISC6000233,MOV3002154,ITEM109227,WH_MUM_01,13-02-24,21,16,-5,Count Error,Vendor short supply,Under Investigation
DISC6000234,MOV3002166,ITEM119786,WH_DEL_01,04-07-24,13,16,3,Damage,Wrong bin placement,Under Investigation
DISC6000235,MOV3002173,ITEM129349,WH_CHN_01,08-01-22,17,13,-4,Wrong Item,Manual counting error,Under Investigation
DISC6000236,MOV3002175,ITEM108659,WH_PUN_01,26-01-24,27,24,-3,Count Error,Manual counting error,Resolved
DISC6000237,MOV3002181,ITEM121140,WH_PUN_01,22-04-24,24,14,-10,Damage,Documentation missing,Open
DISC6000238,MOV3002187,ITEM134949,WH_BLR_01,13-01-22,40,36,-4,Damage,Documentation missing,Open
DISC6000239,MOV3002195,ITEM138212,WH_MUM_01,18-08-21,17,11,-6,Shortage,Manual counting error,Adjusted
DISC6000240,MOV3002214,ITEM122764,WH_NAG_01,15-01-22,11,9,-2,Damage,Handling damage,Under Investigation
DISC6000241,MOV3002216,ITEM105738,WH_NAG_01,23-03-24,9,9,0,Count Error,Vendor short supply,Adjusted
DISC6000242,MOV3002217,ITEM120488,WH_BLR_01,29-10-22,5,0,-5,Wrong Item,System posting delay,Open
DISC6000243,MOV3002220,ITEM131819,WH_MUM_01,04-11-21,24,15,-9,Count Error,Vendor short supply,Open
DISC6000244,MOV3002222,ITEM110921,WH_DEL_01,18-02-23,27,29,2,Excess,Vendor short supply,Resolved
DISC6000245,MOV3002226,ITEM128846,WH_NAG_01,18-11-22,28,31,3,Damage,Documentation missing,Resolved
DISC6000246,MOV3002232,ITEM115584,WH_CHN_01,09-11-24,34,40,6,Wrong Item,Manual counting error,Adjusted
DISC6000247,MOV3002236,ITEM132859,WH_BLR_01,16-12-22,36,39,3,Excess,System posting delay,Resolved
DISC6000248,MOV3002239,ITEM110238,WH_DEL_01,18-02-21,29,23,-6,Wrong Item,Wrong bin placement,Open
DISC6000249,MOV3002243,ITEM109237,WH_CHN_01,22-03-23,25,25,0,Wrong Item,Wrong bin placement,Open
DISC6000250,MOV3002246,ITEM101752,WH_CHN_01,20-06-24,22,12,-10,Excess,Wrong bin placement,Adjusted
DISC6000251,MOV3002256,ITEM122962,WH_BLR_01,25-08-22,4,6,2,Excess,System posting delay,Open
DISC6000252,MOV3002269,ITEM112736,WH_BLR_01,23-10-24,2,4,2,Wrong Item,Documentation missing,Under Investigation
DISC6000253,MOV3002280,ITEM122507,WH_MUM_01,30-03-21,22,31,9,Damage,Wrong bin placement,Resolved
DISC6000254,MOV3002285,ITEM109941,WH_PUN_01,12-07-21,8,9,1,Damage,Documentation missing,Resolved
DISC6000255,MOV3002300,ITEM122355,WH_DEL_01,08-06-22,9,7,-2,Damage,Wrong bin placement,Open
DISC6000256,MOV3002306,ITEM129486,WH_DEL_01,16-09-21,20,24,4,Shortage,Handling damage,Resolved
DISC6000257,MOV3002327,ITEM121233,WH_CHN_01,12-09-23,16,25,9,Shortage,Wrong bin placement,Adjusted
DISC6000258,MOV3002336,ITEM109013,WH_NAG_01,05-02-21,10,2,-8,Shortage,Documentation missing,Adjusted
DISC6000259,MOV3002338,ITEM115302,WH_MUM_01,23-12-21,19,11,-8,Count Error,Documentation missing,Adjusted
DISC6000260,MOV3002342,ITEM116352,WH_MUM_01,23-11-24,28,30,2,Damage,Handling damage,Open
DISC6000261,MOV3002353,ITEM135830,WH_MUM_01,24-01-24,43,35,-8,Wrong Item,Vendor short supply,Open
DISC6000262,MOV3002362,ITEM122098,WH_PUN_01,12-04-21,26,17,-9,Damage,Manual counting error,Under Investigation
DISC6000263,MOV3002376,ITEM126113,WH_BLR_01,09-12-21,11,1,-10,Excess,Handling damage,Open
DISC6000264,MOV3002385,ITEM122811,WH_NAG_01,30-09-23,22,27,5,Damage,Wrong bin placement,Adjusted
DISC6000265,MOV3002389,ITEM133460,WH_BLR_01,17-09-21,6,13,7,Excess,Vendor short supply,Resolved
DISC6000266,MOV3002395,ITEM134796,WH_BLR_01,01-04-21,25,18,-7,Damage,Documentation missing,Adjusted
DISC6000267,MOV3002409,ITEM121523,WH_PUN_01,09-03-22,25,19,-6,Wrong Item,System posting delay,Resolved
DISC6000268,MOV3002411,ITEM124177,WH_CHN_01,25-06-21,17,21,4,Count Error,Handling damage,Adjusted
DISC6000269,MOV3002440,ITEM118553,WH_CHN_01,18-01-24,22,22,0,Excess,System posting delay,Adjusted
DISC6000270,MOV3002446,ITEM101976,WH_NAG_01,07-10-22,19,11,-8,Count Error,Vendor short supply,Adjusted
DISC6000271,MOV3002448,ITEM124525,WH_MUM_01,20-01-23,7,0,-7,Wrong Item,System posting delay,Resolved
DISC6000272,MOV3002461,ITEM101158,WH_BLR_01,27-10-24,9,9,0,Damage,Handling damage,Open
DISC6000273,MOV3002463,ITEM108243,WH_BLR_01,22-03-21,21,18,-3,Damage,Documentation missing,Open
DISC6000274,MOV3002464,ITEM112099,WH_PUN_01,06-02-21,25,17,-8,Count Error,Handling damage,Adjusted
DISC6000275,MOV3002482,ITEM121930,WH_CHN_01,11-11-21,9,3,-6,Shortage,Wrong bin placement,Open
DISC6000276,MOV3002483,ITEM139121,WH_CHN_01,23-06-23,11,12,1,Shortage,Wrong bin placement,Adjusted
DISC6000277,MOV3002484,ITEM122649,WH_MUM_01,10-02-23,27,31,4,Wrong Item,Handling damage,Adjusted
DISC6000278,MOV3002490,ITEM108371,WH_DEL_01,15-10-23,5,1,-4,Shortage,Vendor short supply,Adjusted
DISC6000279,MOV3002493,ITEM108555,WH_CHN_01,22-04-24,12,17,5,Shortage,Manual counting error,Resolved
DISC6000280,MOV3002510,ITEM131718,WH_DEL_01,03-12-23,15,20,5,Count Error,Vendor short supply,Resolved
DISC6000281,MOV3002522,ITEM107998,WH_NAG_01,26-08-21,8,9,1,Count Error,Handling damage,Open
DISC6000282,MOV3002524,ITEM101294,WH_CHN_01,23-08-23,20,13,-7,Count Error,Documentation missing,Resolved
DISC6000283,MOV3002543,ITEM137338,WH_DEL_01,31-12-23,40,34,-6,Excess,Wrong bin placement,Adjusted
DISC6000284,MOV3002566,ITEM101117,WH_CHN_01,16-09-24,22,21,-1,Shortage,Documentation missing,Open
DISC6000285,MOV3002590,ITEM109277,WH_DEL_01,22-09-21,16,8,-8,Count Error,Wrong bin placement,Open
DISC6000286,MOV3002591,ITEM137863,WH_DEL_01,07-03-21,8,15,7,Shortage,Documentation missing,Under Investigation
DISC6000287,MOV3002611,ITEM135614,WH_CHN_01,01-01-22,25,33,8,Damage,Wrong bin placement,Open
DISC6000288,MOV3002618,ITEM128816,WH_BLR_01,20-10-22,19,28,9,Wrong Item,System posting delay,Adjusted
DISC6000289,MOV3002623,ITEM100962,WH_MUM_01,17-09-21,2,7,5,Damage,Vendor short supply,Resolved
DISC6000290,MOV3002640,ITEM114789,WH_NAG_01,15-08-24,14,22,8,Shortage,Wrong bin placement,Open
DISC6000291,MOV3002647,ITEM118128,WH_DEL_01,20-08-21,27,34,7,Shortage,Documentation missing,Resolved
DISC6000292,MOV3002649,ITEM115186,WH_BLR_01,16-10-22,30,25,-5,Shortage,Wrong bin placement,Open
DISC6000293,MOV3002655,ITEM132374,WH_NAG_01,28-05-22,37,30,-7,Wrong Item,Handling damage,Adjusted
DISC6000294,MOV3002680,ITEM130593,WH_MUM_01,01-09-24,17,14,-3,Wrong Item,System posting delay,Resolved
DISC6000295,MOV3002688,ITEM134906,WH_BLR_01,20-04-23,20,14,-6,Damage,System posting delay,Adjusted
DISC6000296,MOV3002707,ITEM100551,WH_PUN_01,17-12-23,10,10,0,Excess,Documentation missing,Resolved
DISC6000297,MOV3002711,ITEM137825,WH_NAG_01,03-11-23,6,0,-6,Excess,Vendor short supply,Under Investigation
DISC6000298,MOV3002717,ITEM128576,WH_NAG_01,24-02-24,34,40,6,Damage,Vendor short supply,Under Investigation
DISC6000299,MOV3002722,ITEM139068,WH_DEL_01,06-06-21,2,6,4,Shortage,System posting delay,Open
DISC6000300,MOV3002744,ITEM114819,WH_BLR_01,12-10-22,15,17,2,Shortage,Handling damage,Resolved
DISC6000301,MOV3002755,ITEM101781,WH_BLR_01,16-04-23,9,18,9,Excess,Documentation missing,Resolved
DISC6000302,MOV3002760,ITEM131855,WH_DEL_01,17-04-22,16,22,6,Damage,Vendor short supply,Open
DISC6000303,MOV3002765,ITEM100935,WH_BLR_01,07-11-24,25,18,-7,Count Error,Manual counting error,Adjusted
DISC6000304,MOV3002773,ITEM103153,WH_PUN_01,05-01-22,20,18,-2,Shortage,Manual counting error,Open
DISC6000305,MOV3002792,ITEM119916,WH_NAG_01,02-04-22,2,0,-2,Excess,Vendor short supply,Resolved
DISC6000306,MOV3002830,ITEM128450,WH_PUN_01,26-07-22,38,38,0,Excess,Handling damage,Adjusted
DISC6000307,MOV3002846,ITEM133522,WH_DEL_01,12-06-22,27,22,-5,Shortage,Wrong bin placement,Open
DISC6000308,MOV3002849,ITEM115958,WH_PUN_01,11-01-23,2,0,-2,Damage,Vendor short supply,Adjusted
DISC6000309,MOV3002852,ITEM119898,WH_MUM_01,31-05-21,16,14,-2,Shortage,Wrong bin placement,Open
DISC6000310,MOV3002866,ITEM125125,WH_NAG_01,01-07-23,42,39,-3,Excess,Handling damage,Adjusted
DISC6000311,MOV3002879,ITEM124405,WH_DEL_01,03-05-21,26,34,8,Excess,Manual counting error,Under Investigation
DISC6000312,MOV3002890,ITEM139005,WH_MUM_01,21-02-23,15,15,0,Excess,Vendor short supply,Adjusted
DISC6000313,MOV3002894,ITEM127142,WH_DEL_01,13-02-24,12,5,-7,Count Error,Wrong bin placement,Under Investigation
DISC6000314,MOV3002897,ITEM104444,WH_DEL_01,05-04-21,23,25,2,Damage,Wrong bin placement,Under Investigation
DISC6000315,MOV3002898,ITEM105518,WH_BLR_01,25-03-21,27,19,-8,Shortage,Vendor short supply,Resolved
DISC6000316,MOV3002913,ITEM113428,WH_MUM_01,12-02-24,22,19,-3,Count Error,Vendor short supply,Resolved
DISC6000317,MOV3002915,ITEM127455,WH_MUM_01,20-07-23,48,54,6,Damage,Manual counting error,Resolved
DISC6000318,MOV3002918,ITEM106823,WH_DEL_01,02-07-24,12,5,-7,Shortage,System posting delay,Under Investigation
DISC6000319,MOV3002931,ITEM113153,WH_PUN_01,01-07-23,15,16,1,Count Error,Handling damage,Open
DISC6000320,MOV3002942,ITEM103862,WH_PUN_01,26-03-22,25,32,7,Excess,Handling damage,Resolved
DISC6000321,MOV3002958,ITEM127671,WH_MUM_01,20-03-23,27,31,4,Count Error,Manual counting error,Under Investigation
DISC6000322,MOV3002962,ITEM102022,WH_MUM_01,25-03-24,27,34,7,Shortage,Manual counting error,Open
DISC6000323,MOV3002965,ITEM123144,WH_CHN_01,22-06-21,21,28,7,Count Error,Vendor short supply,Adjusted
DISC6000324,MOV3002970,ITEM136809,WH_MUM_01,06-10-22,36,37,1,Count Error,System posting delay,Resolved
DISC6000325,MOV3002974,ITEM114694,WH_NAG_01,09-12-24,26,21,-5,Count Error,Manual counting error,Resolved
DISC6000326,MOV3002978,ITEM132926,WH_BLR_01,14-01-21,3,0,-3,Wrong Item,Wrong bin placement,Open
DISC6000327,MOV3002983,ITEM128585,WH_MUM_01,13-02-21,19,12,-7,Count Error,Handling damage,Under Investigation
DISC6000328,MOV3002992,ITEM106373,WH_DEL_01,03-05-21,16,22,6,Damage,Manual counting error,Resolved
DISC6000329,MOV3002998,ITEM106293,WH_MUM_01,17-03-21,13,6,-7,Excess,Vendor short supply,Open
DISC6000330,MOV3003036,ITEM133817,WH_BLR_01,09-03-21,10,1,-9,Count Error,Handling damage,Resolved
DISC6000331,MOV3003043,ITEM119167,WH_BLR_01,22-08-22,24,28,4,Shortage,Handling damage,Adjusted
DISC6000332,MOV3003052,ITEM107919,WH_NAG_01,19-06-22,17,23,6,Damage,Handling damage,Under Investigation
DISC6000333,MOV3003053,ITEM112969,WH_MUM_01,20-07-23,42,34,-8,Damage,System posting delay,Under Investigation
DISC6000334,MOV3003071,ITEM129580,WH_MUM_01,10-03-22,14,5,-9,Shortage,System posting delay,Open
DISC6000335,MOV3003079,ITEM100483,WH_PUN_01,16-09-24,39,46,7,Excess,Manual counting error,Open
DISC6000336,MOV3003081,ITEM133833,WH_PUN_01,28-06-22,8,2,-6,Damage,Wrong bin placement,Adjusted
DISC6000337,MOV3003084,ITEM122716,WH_DEL_01,09-04-24,16,22,6,Excess,System posting delay,Adjusted
DISC6000338,MOV3003094,ITEM124448,WH_CHN_01,04-12-24,21,14,-7,Count Error,Manual counting error,Adjusted
DISC6000339,MOV3003095,ITEM106313,WH_NAG_01,22-06-22,13,15,2,Shortage,Handling damage,Resolved
DISC6000340,MOV3003100,ITEM112361,WH_DEL_01,05-09-23,15,12,-3,Shortage,Vendor short supply,Adjusted
DISC6000341,MOV3003132,ITEM110287,WH_DEL_01,27-01-24,25,33,8,Wrong Item,Handling damage,Adjusted
DISC6000342,MOV3003133,ITEM121780,WH_NAG_01,13-07-24,9,18,9,Shortage,Wrong bin placement,Open
DISC6000343,MOV3003134,ITEM101111,WH_MUM_01,11-09-22,16,16,0,Damage,Vendor short supply,Resolved
DISC6000344,MOV3003146,ITEM113333,WH_NAG_01,03-05-21,18,8,-10,Count Error,Vendor short supply,Resolved
DISC6000345,MOV3003165,ITEM114636,WH_DEL_01,14-06-21,12,3,-9,Excess,Manual counting error,Resolved
DISC6000346,MOV3003173,ITEM120585,WH_CHN_01,22-12-21,29,36,7,Count Error,Handling damage,Resolved
DISC6000347,MOV3003179,ITEM101797,WH_MUM_01,28-03-21,24,32,8,Shortage,Vendor short supply,Resolved
DISC6000348,MOV3003197,ITEM113803,WH_MUM_01,19-01-21,39,45,6,Shortage,Wrong bin placement,Under Investigation
DISC6000349,MOV3003202,ITEM127501,WH_BLR_01,09-12-24,17,14,-3,Excess,Documentation missing,Under Investigation
DISC6000350,MOV3003210,ITEM123889,WH_MUM_01,27-02-22,1,10,9,Shortage,System posting delay,Under Investigation
DISC6000351,MOV3003221,ITEM105095,WH_NAG_01,17-06-23,43,45,2,Count Error,Vendor short supply,Under Investigation
DISC6000352,MOV3003227,ITEM137710,WH_DEL_01,25-11-22,5,0,-5,Damage,Wrong bin placement,Under Investigation
DISC6000353,MOV3003232,ITEM114150,WH_MUM_01,18-08-22,25,31,6,Wrong Item,Documentation missing,Under Investigation
DISC6000354,MOV3003253,ITEM138042,WH_DEL_01,07-01-21,9,16,7,Wrong Item,Documentation missing,Resolved
DISC6000355,MOV3003258,ITEM114336,WH_NAG_01,22-05-23,10,17,7,Shortage,Wrong bin placement,Adjusted
DISC6000356,MOV3003265,ITEM104589,WH_BLR_01,15-06-23,18,16,-2,Count Error,Vendor short supply,Adjusted
DISC6000357,MOV3003267,ITEM131368,WH_CHN_01,03-12-21,32,39,7,Shortage,System posting delay,Open
DISC6000358,MOV3003270,ITEM127822,WH_BLR_01,02-10-24,12,14,2,Damage,Wrong bin placement,Under Investigation
DISC6000359,MOV3003274,ITEM134952,WH_BLR_01,20-10-24,11,16,5,Damage,Vendor short supply,Resolved
DISC6000360,MOV3003283,ITEM116018,WH_MUM_01,21-07-22,27,17,-10,Shortage,Handling damage,Under Investigation
DISC6000361,MOV3003308,ITEM111209,WH_BLR_01,27-10-24,9,15,6,Excess,Manual counting error,Adjusted
DISC6000362,MOV3003340,ITEM114417,WH_MUM_01,28-03-23,17,7,-10,Wrong Item,System posting delay,Resolved
DISC6000363,MOV3003348,ITEM103405,WH_DEL_01,08-05-23,23,27,4,Shortage,Vendor short supply,Open
DISC6000364,MOV3003349,ITEM116295,WH_NAG_01,23-12-22,41,34,-7,Wrong Item,Documentation missing,Resolved
DISC6000365,MOV3003352,ITEM103839,WH_BLR_01,06-02-23,1,0,-1,Damage,Documentation missing,Adjusted
DISC6000366,MOV3003357,ITEM108615,WH_BLR_01,01-02-21,10,14,4,Excess,Manual counting error,Open
DISC6000367,MOV3003363,ITEM103730,WH_CHN_01,30-06-24,4,3,-1,Count Error,Manual counting error,Under Investigation
DISC6000368,MOV3003367,ITEM101258,WH_CHN_01,01-03-22,44,47,3,Excess,Manual counting error,Resolved
DISC6000369,MOV3003374,ITEM135358,WH_CHN_01,22-08-21,12,14,2,Count Error,Handling damage,Resolved
DISC6000370,MOV3003379,ITEM122597,WH_PUN_01,11-08-21,19,16,-3,Excess,Vendor short supply,Under Investigation
DISC6000371,MOV3003386,ITEM139242,WH_PUN_01,30-07-22,36,40,4,Shortage,Vendor short supply,Under Investigation
DISC6000372,MOV3003402,ITEM106559,WH_MUM_01,03-05-23,6,0,-6,Excess,Wrong bin placement,Under Investigation
DISC6000373,MOV3003413,ITEM102860,WH_NAG_01,01-10-22,15,19,4,Wrong Item,Handling damage,Under Investigation
DISC6000374,MOV3003414,ITEM135309,WH_CHN_01,26-04-21,15,20,5,Damage,Manual counting error,Open
DISC6000375,MOV3003426,ITEM115576,WH_CHN_01,24-05-22,18,19,1,Damage,Documentation missing,Adjusted
DISC6000376,MOV3003433,ITEM109055,WH_PUN_01,05-03-22,4,0,-4,Shortage,Documentation missing,Open
DISC6000377,MOV3003434,ITEM111169,WH_CHN_01,15-03-23,21,20,-1,Wrong Item,Handling damage,Under Investigation
DISC6000378,MOV3003435,ITEM103286,WH_PUN_01,02-02-21,27,27,0,Damage,Handling damage,Open
DISC6000379,MOV3003442,ITEM111154,WH_BLR_01,18-04-24,16,11,-5,Excess,System posting delay,Open
DISC6000380,MOV3003450,ITEM116070,WH_DEL_01,04-07-21,28,32,4,Count Error,Vendor short supply,Adjusted
DISC6000381,MOV3003458,ITEM138470,WH_CHN_01,28-07-23,32,29,-3,Wrong Item,System posting delay,Resolved
DISC6000382,MOV3003464,ITEM135124,WH_CHN_01,25-04-22,13,12,-1,Wrong Item,Handling damage,Resolved
DISC6000383,MOV3003479,ITEM103403,WH_PUN_01,23-02-24,39,37,-2,Excess,Vendor short supply,Open
DISC6000384,MOV3003499,ITEM100242,WH_NAG_01,07-11-24,5,1,-4,Wrong Item,System posting delay,Resolved
DISC6000385,MOV3003503,ITEM122829,WH_BLR_01,28-04-24,40,48,8,Count Error,Wrong bin placement,Open
DISC6000386,MOV3003514,ITEM109907,WH_NAG_01,24-04-24,28,36,8,Count Error,System posting delay,Under Investigation
DISC6000387,MOV3003518,ITEM109480,WH_PUN_01,30-05-22,12,8,-4,Damage,Handling damage,Adjusted
DISC6000388,MOV3003522,ITEM125781,WH_DEL_01,27-06-24,13,22,9,Count Error,Handling damage,Open
DISC6000389,MOV3003531,ITEM112072,WH_BLR_01,23-05-21,22,12,-10,Damage,Vendor short supply,Resolved
DISC6000390,MOV3003533,ITEM109507,WH_DEL_01,13-04-22,17,18,1,Damage,Documentation missing,Open
DISC6000391,MOV3003551,ITEM139648,WH_PUN_01,09-01-21,5,2,-3,Damage,Handling damage,Adjusted
DISC6000392,MOV3003552,ITEM117811,WH_NAG_01,19-08-23,11,1,-10,Wrong Item,Vendor short supply,Adjusted
DISC6000393,MOV3003556,ITEM136097,WH_MUM_01,29-05-24,24,29,5,Wrong Item,Documentation missing,Resolved
DISC6000394,MOV3003570,ITEM123890,WH_MUM_01,20-03-24,4,8,4,Wrong Item,Vendor short supply,Under Investigation
DISC6000395,MOV3003574,ITEM113366,WH_BLR_01,22-10-22,17,14,-3,Count Error,Vendor short supply,Adjusted
DISC6000396,MOV3003581,ITEM123165,WH_BLR_01,09-06-23,11,8,-3,Damage,Manual counting error,Under Investigation
DISC6000397,MOV3003593,ITEM139297,WH_BLR_01,10-05-21,3,7,4,Shortage,Vendor short supply,Adjusted
DISC6000398,MOV3003604,ITEM105062,WH_PUN_01,05-04-22,26,17,-9,Wrong Item,Wrong bin placement,Resolved
DISC6000399,MOV3003607,ITEM105753,WH_BLR_01,11-12-22,12,9,-3,Wrong Item,Vendor short supply,Under Investigation
DISC6000400,MOV3003611,ITEM118316,WH_DEL_01,30-08-21,31,31,0,Count Error,Vendor short supply,Under Investigation
DISC6000401,MOV3003615,ITEM110270,WH_CHN_01,20-11-23,15,21,6,Count Error,Handling damage,Resolved
DISC6000402,MOV3003617,ITEM108470,WH_PUN_01,13-06-22,25,24,-1,Damage,Wrong bin placement,Resolved
DISC6000403,MOV3003649,ITEM123035,WH_DEL_01,04-06-21,34,29,-5,Excess,Manual counting error,Adjusted
DISC6000404,MOV3003651,ITEM115655,WH_MUM_01,07-08-23,5,0,-5,Damage,Wrong bin placement,Open
DISC6000405,MOV3003655,ITEM117241,WH_BLR_01,14-12-22,20,29,9,Count Error,Manual counting error,Under Investigation
DISC6000406,MOV3003656,ITEM125488,WH_CHN_01,08-02-21,17,7,-10,Excess,Manual counting error,Resolved
DISC6000407,MOV3003659,ITEM109859,WH_DEL_01,29-11-21,34,41,7,Count Error,Vendor short supply,Open
DISC6000408,MOV3003669,ITEM105403,WH_CHN_01,21-05-22,36,36,0,Excess,Documentation missing,Open
DISC6000409,MOV3003680,ITEM131964,WH_MUM_01,21-06-21,12,15,3,Count Error,Manual counting error,Under Investigation
DISC6000410,MOV3003688,ITEM118803,WH_MUM_01,17-05-22,12,17,5,Wrong Item,Manual counting error,Open
DISC6000411,MOV3003692,ITEM107527,WH_MUM_01,28-01-21,26,26,0,Wrong Item,Vendor short supply,Resolved
DISC6000412,MOV3003698,ITEM124777,WH_CHN_01,12-09-22,44,35,-9,Count Error,Documentation missing,Under Investigation
DISC6000413,MOV3003703,ITEM115923,WH_DEL_01,21-06-23,9,0,-9,Wrong Item,System posting delay,Adjusted
DISC6000414,MOV3003724,ITEM125475,WH_PUN_01,26-12-24,10,11,1,Count Error,System posting delay,Under Investigation
DISC6000415,MOV3003726,ITEM120647,WH_BLR_01,22-10-22,11,17,6,Shortage,Handling damage,Under Investigation
DISC6000416,MOV3003731,ITEM122361,WH_CHN_01,13-06-23,27,17,-10,Damage,Manual counting error,Open
DISC6000417,MOV3003735,ITEM125291,WH_CHN_01,08-06-21,14,10,-4,Excess,Manual counting error,Under Investigation
DISC6000418,MOV3003736,ITEM130932,WH_BLR_01,29-07-21,13,7,-6,Excess,System posting delay,Open
DISC6000419,MOV3003752,ITEM109676,WH_CHN_01,30-03-24,7,12,5,Shortage,Vendor short supply,Open
DISC6000420,MOV3003772,ITEM120815,WH_NAG_01,04-11-23,20,19,-1,Excess,Wrong bin placement,Open
DISC6000421,MOV3003777,ITEM118855,WH_CHN_01,19-08-21,4,0,-4,Wrong Item,System posting delay,Resolved
DISC6000422,MOV3003800,ITEM124373,WH_MUM_01,27-10-22,20,26,6,Excess,Vendor short supply,Under Investigation
DISC6000423,MOV3003817,ITEM115781,WH_CHN_01,31-05-22,14,7,-7,Shortage,Wrong bin placement,Open
DISC6000424,MOV3003818,ITEM109697,WH_MUM_01,05-03-21,3,5,2,Count Error,Vendor short supply,Open
DISC6000425,MOV3003826,ITEM113982,WH_CHN_01,20-10-23,6,14,8,Shortage,Wrong bin placement,Open
DISC6000426,MOV3003831,ITEM135872,WH_BLR_01,29-07-24,28,28,0,Count Error,System posting delay,Under Investigation
DISC6000427,MOV3003842,ITEM113122,WH_NAG_01,22-02-21,24,24,0,Shortage,Vendor short supply,Resolved
DISC6000428,MOV3003866,ITEM102147,WH_DEL_01,31-05-21,28,25,-3,Excess,Vendor short supply,Under Investigation
DISC6000429,MOV3003886,ITEM134576,WH_PUN_01,06-11-21,6,1,-5,Damage,Manual counting error,Open
DISC6000430,MOV3003904,ITEM124786,WH_NAG_01,18-11-22,36,32,-4,Damage,Wrong bin placement,Open
DISC6000431,MOV3003932,ITEM123207,WH_PUN_01,18-04-24,23,30,7,Excess,Wrong bin placement,Open
DISC6000432,MOV3003933,ITEM138881,WH_DEL_01,21-04-21,24,16,-8,Wrong Item,Documentation missing,Resolved
DISC6000433,MOV3003945,ITEM123272,WH_DEL_01,23-02-22,15,11,-4,Wrong Item,Documentation missing,Resolved
DISC6000434,MOV3003948,ITEM100623,WH_MUM_01,10-03-24,11,3,-8,Count Error,Wrong bin placement,Adjusted
DISC6000435,MOV3003957,ITEM113792,WH_NAG_01,31-05-21,14,18,4,Shortage,Handling damage,Resolved
DISC6000436,MOV3003958,ITEM101716,WH_NAG_01,29-09-22,15,11,-4,Damage,System posting delay,Resolved
DISC6000437,MOV3003959,ITEM126109,WH_MUM_01,01-01-22,16,18,2,Excess,System posting delay,Resolved
DISC6000438,MOV3003964,ITEM117203,WH_PUN_01,11-07-22,3,4,1,Shortage,Handling damage,Resolved
DISC6000439,MOV3003966,ITEM118230,WH_DEL_01,13-11-24,15,8,-7,Damage,Documentation missing,Resolved
